1,0
2,100
3,200
4,400
5,800
6,1500
7,2600
8,4200
9,6400
10,9300
11,13000
12,17600
13,23200
14,29900
15,37800
16,47000
17,57600
18,69700
19,83400
20,98800
21,116000
22,135100
23,156200
24,179400
25,204800
26,232500
27,262600
28,295200
29,330400
30,368300
31,409000
32,452600
33,499200
34,548900
35,601800
36,658000
37,717600
38,780700
39,847400
40,917800
41,992000
42,1070100
43,1152200
44,1238400
45,1328800
46,1423500
47,1522600
48,1626200
49,1734400
50,1847300
51,1965000
52,2087600
53,2215200
54,2347900
55,2485800
56,2629000
57,2777600
58,2931700
59,3091400
60,3256800
61,3428000
62,3605100
63,3788200
64,3977400
65,4172800
66,4374500
67,4582600
68,4797200
69,5018400
70,5246300
71,5481000
72,5722600
73,5971200
74,6226900
75,6489800
76,6760000
77,7037600
78,7322700
79,7615400
80,7915800
81,8224000
82,8540100
83,8864200
84,9196400
85,9536800
86,9885500
87,10242600
88,10608200
89,10982400
90,11365300
91,11757000
92,12157600
93,12567200
94,12985900
95,13413800
96,13851000
97,14297600
98,14753700
99,15219400
100,15694800
101,16180000
102,16675100
103,17180200
104,17695400
105,18220800
106,18756500
107,19302600
108,19859200
109,20426400
110,21004300
111,21593000
112,22192600
113,22803200
114,23424900
115,24057800
116,24702000
117,25357600
118,26024700
119,26703400
120,27393800
121,28096000
122,28810100
123,29536200
124,30274400
125,31024800
126,31787500
127,32562600
128,33350200
129,34150400
130,34963300
131,35789000
132,36627600
133,37479200
134,38343900
135,39221800
136,40113000
137,41017600
138,41935700
139,42867400
140,43812800
141,44772000
142,45745100
143,46732200
144,47733400
145,48748800
146,49778500
147,50822600
148,51881200
149,52954400
150,54042300
151,55145000
152,56262600
153,57395200
154,58542900
155,59705800
156,60884000
157,62077600
158,63286700
159,64511400
160,65751800
161,67008000
162,68280100
163,69568200
164,70872400
165,72192800
166,73529500
167,74882600
168,76252200
169,77638400
170,79041300
171,80461000
172,81897600
173,83351200
174,84821900
175,86309800
176,87815000
177,89337600
178,90877700
179,92435400
180,94010800
181,95604000
182,97215100
183,98844200
184,100491400
185,102156800
186,103840500
187,105542600
188,107263200
189,109002400
190,110760300
191,112537000
192,114332600
193,116147200
194,117980900
195,119833800
196,121706000
197,123597600
198,125508700
199,127439400
200,129389800
201,131360000
202,133350100
203,135360200
204,137390400
205,139440800
206,141511500
207,143602600
208,145714200
209,147846400
210,149999300
211,152173000
212,154367600
213,156583200
214,158819900
215,161077800
216,163357000
217,165657600
218,167979700
219,170323400
220,172688800
221,175076000
222,177485100
223,179916200
224,182369400
225,184844800
226,187342500
227,189862600
228,192405200
229,194970400
230,197558300
231,200169000
232,202802600
233,205459200
234,208138900
235,210841800
236,213568000
237,216317600
238,219090700
239,221887400
240,224707800
241,227552000
242,230420100
243,233312200
244,236228400
